id,followers,name,popularity,CLASSES,lof_results
7I85Ma5xjAo6nlvqOCIiWx,63066.0,Fntxy,62,60_70_class,1
3iuDJzaIhy7gDPgmUW2ujw,103544.0,Fumaratto,64,60_70_class,1
3L7OHIT4kfdcDSnnGM0TKN,421359.0,El Pinche Mara,58,50_60_class,1
34Y7klgDHuaH1qWA9TJkul,37144.0,Yomel El Meloso,55,50_60_class,1
2BQWHuvxG4kMYnfghdaCIy,172107.0,Fox Stevenson,62,60_70_class,1
48zUWAXpgEXfpttz23pCNQ,129664.0,Oceans Ate Alaska,51,50_60_class,1
7ciBW1p3KBsYIkFk4UmwS8,13405.0,The Rudeboyz,53,50_60_class,1
2SNfNJDsahTSVFwgxposF5,189367.0,Soge Culebra,54,50_60_class,1
5kT96PWNMl0164QMytMqc0,2188.0,Salma,54,50_60_class,1
65cfloJUvLL7zS32LsJjqN,11543.0,Sonidos Del Mar,59,50_60_class,1
6wcKDqJRY3TzbcdRKo6EiE,597.0,Jone Quest,62,60_70_class,1
1hUvMU3Sw9PKvnwftPtx8S,859.0,La Nevula23 Productor,62,60_70_class,1
08xFgTEmizKwzfDSbxvODp,208729.0,MDO,52,50_60_class,1
2w1wJcGdJQ4Lw08oKBnDsw,144375.0,El Jincho,61,60_70_class,1
0tG3OtnzCjdbL1ZVkDprlS,2642.0,Big Mato,55,50_60_class,1
7duoO1s42va1lka5TikCfu,8251.0,Zornoza,55,50_60_class,1
0MBhrasxejZzofSQNucUIy,133.0,Keybo!,56,50_60_class,1
1SflmlTg1rQ6pTBQ1CbWEP,13862.0,Nicole Zignago,55,50_60_class,1
3jO5UGHrEzfd5YIamfs7Ir,201396.0,Kumbia Kings,55,50_60_class,1
68w2t0wbrGnxSIUHzWs5bt,158952.0,Lito Kirino,56,50_60_class,1
7CvWoscqVQJvqb0OcBRQO7,10208.0,Hola Beats,54,50_60_class,1
0f6U482Lbo91QNqNFH4Tat,2857.0,Nesi,55,50_60_class,1
6UBb8ZUUyarsyod6snflAR,121824.0,J-King y Maximan,52,50_60_class,1
5ZQervTJXJJ69aosfpzpk3,306550.0,Naim Darrechi,53,50_60_class,1
5ZcXM1KFH6hhLoBIdgCnap,49116.0,Miura Jam,66,60_70_class,1
4Hzj6dfl1y5x5TzCSsvLB6,499581.0,Remik Gonzalez,57,50_60_class,1
58HXUsUwpjyLNpaKs4gMvM,58.0,Chain Trackz,57,50_60_class,1
2GtdjV9W8RmiI4W2AUl4Pl,171134.0,Technicolor Fabrics,55,50_60_class,1
4KiWwlk4Uf1vcWi3txXLgy,223.0,Itchy & Buco Sounds,53,50_60_class,1
5czbzNZZfWpyFgZyfT3Mkk,12023.0,SIDEPIECE,71,70_80_class,1
5Te5N2LAUaxSogUGkzJ003,2465.0,Nineteen95,52,50_60_class,1
2faVKByk0IA651ICKyYYOa,187837.0,Jenny And The Mexicats,56,50_60_class,1
4u1dsEB1FKbGcdG0EAvxP8,8793.0,Jambene,55,50_60_class,1
2sSeIHqgpFdFg83U8kYnHY,111730.0,Isabela Souza,51,50_60_class,1
0uxYECT7XqHNccQAg5Uhe4,10357.0,Nico Valdi,59,50_60_class,1
6tvDaHOPNWfkc9Q8IghqSR,67502.0,Walls,59,50_60_class,1
68RF5OHUlOjlXcBZ7pxZQk,253.0,Kingz Daddy,56,50_60_class,1
7IeovKzVkfcG9mIJGNzTcT,161762.0,Ran-D,64,60_70_class,1
3Tn4gmQQde9am94ntk2NBq,93771.0,Muerdo,57,50_60_class,1
2NFWbreVmIEJG0iqIvLDOI,93931.0,Bokoesam,60,50_60_class,1
2NJWI8byqTSqDaJRnqJY2z,208372.0,KALIM,65,60_70_class,1
6kG0WKHsAOfWp5IsizmQxR,14035.0,SACHI,51,50_60_class,1
7jDSMakHqXFe8kIaXfz8jD,218583.0,Schwesta Ewa,51,50_60_class,1
4rdJkXHNrMgowlwUdQAg8T,32477.0,Ela Minus,51,50_60_class,1
0F1UBU7ZD8HOR44X5M6eMT,1783.0,David Spekter,51,50_60_class,1
6BHFzhrhbK5ogpJ8H2z71Y,229817.0,Banda La Ejecutiva de Mazatlan Sinaloa,55,50_60_class,1
2I6tDfWEkn4Ozfb6ePjRX4,261693.0,Mc CL,54,50_60_class,1
6qqvdLm9ZVjxCgHxGcL5ZW,224666.0,Doblecero,54,50_60_class,1
53CQUfjaBNRwV2nFro1nac,8961.0,Twilight Sparkle,54,50_60_class,1
2fVW2ix4ANKiofDZIsy1XR,27432.0,Vargas & Lagola,62,60_70_class,1
7wHvox8DtmBBPpDFRVURv4,146799.0,NILETTO,62,60_70_class,1
7dfFM5cBUOBmOH08sGNDcy,417431.0,Kunto Aji,62,60_70_class,1
5IAxUWLiTMsvc1oWPrczNj,479572.0,Melek Mosso,62,60_70_class,1
460m2YG30duLCuHwFdiLgX,70578.0,Yunk Vino,64,60_70_class,1
1X6cBGnXpEpN7CmflLKmLV,95726.0,Kizz Daniel,64,60_70_class,1
3FoFW2AoUGRHBacC6i4x4p,99123.0,Russ Millions,70,60_70_class,1
1OwYxVDNKP9JtSpp5E0uA4,70424.0,MC Zaquin,70,60_70_class,1
3IaKn0ExWTMPqa0mscUYw3,88920.0,Only The Family,70,60_70_class,1
3V0ZQW0dNuVaFtbVYgSI24,116078.0,Claire Rosinkranz,68,60_70_class,1
6rniTPs9zN26kYnkPdFl1U,225079.0,Sir Chloe,68,60_70_class,1
0awl5piYwO0CDTHEkCjUhn,455797.0,Nico & Vinz,66,60_70_class,1
3loTvAld5Tpk5aSNbboGpj,28270.0,Rasmus Gozzi,65,60_70_class,1
4bWHA8fMNjzfGPQqnh5D6y,140937.0,Recycled J,67,60_70_class,1
5C0blIHkRA2KLMMRwn52ki,7331.0,Mimi Rutherfurt,57,50_60_class,1
5sH4dr4r46Vm0Qu84PAYvk,113739.0,Ollie MN,57,50_60_class,1
6wCp7aiL9NQ8j2vl6BQAsa,648.0,Roland Mercier,57,50_60_class,1
6CY7WNJfd5uZclcS3WeEjx,26382.0,Yu-Peng Chen,70,60_70_class,1
6RJXSfbIkEMoCJ8GAg2dVO,80376.0,Victor Leksell,70,60_70_class,1
46pWGuE3dSwY3bMMXGBvVS,185512.0,Rema,70,60_70_class,1
4kJ2OBSNasUA4yOT5NCfCl,55681.0,"Luis Angel ""El Flaco""",70,60_70_class,1
2R6KwyIVkDBMHj2fNvy6Aq,279.0,Claribel Ramón,52,50_60_class,1
1Cd373x8qzC7SNUg5IToqp,33740.0,BoyWithUke,52,50_60_class,1
6MG7YNj5RIqSYJVDQP7YfZ,2.0,Veronica Lindlom,52,50_60_class,1
5Dr08SCxyjTmDovDDRZCa2,14941.0,Shree Brar,52,50_60_class,1
1ZMJSCQw8DIefcLb1FIpY0,478665.0,Los Dareyes De La Sierra,57,50_60_class,1
3MaQwUQBigrjcMYHk8bDKm,74626.0,Pyhimys,57,50_60_class,1
5YyScSZOuBHpoFhGvHFedc,241521.0,La Fuga,57,50_60_class,1
7AGSJihqYPhYy5QzMcwcQT,50194.0,Phuture Noize,57,50_60_class,1
0tC995Rfn9k2l7nqgCZsV7,403399.0,Prateek Kuhad,64,60_70_class,1
73SBwOgH6mrS09OyFHdR62,336294.0,Denise Rosenthal,62,60_70_class,1
1UAzmnFgjizIDvtHvnCdEq,118157.0,Stebin Ben,60,50_60_class,1
3wOsYKZM0zcKNasi3I7fP4,6380.0,Mahalini,55,50_60_class,1
6Yv6OBXD6ZQakEljaGaDAk,129480.0,Allan Rayman,56,50_60_class,1
0QntOArZgiNHoemAzwJPu5,74741.0,Gur Sidhu,67,60_70_class,1
3Ri4H12KFyu98LMjSoij5V,189324.0,Bad Omens,59,50_60_class,1
7vNNmjV14SKQzlQAEg0BXP,45024.0,Jean Dawson,54,50_60_class,1
4FlG0V0jhLO4qGpayFOphj,17356.0,EST Gee,71,70_80_class,1
656ibQgcoUQrUPdhQWRcI3,2461.0,SOMMA,64,60_70_class,1
07Asx51VtMw5kbNXKrpZlq,29865.0,BabyJake,64,60_70_class,1
0Mh5A7teUHad8RrOy9TvkH,9.0,BLITZ,51,50_60_class,1
1FoJFzUt8KdfLxzHL3wTwI,2.0,Pluie et tonnerre,51,50_60_class,1
4bGPjihFEUsxf9LPn1epOv,1550.0,Martin Arteta,51,50_60_class,1
7JhDZrYjtUBmTG4j61iIr4,5.0,Atli Þórirsson,51,50_60_class,1
6bmlMHgSheBauioMgKv2tn,847098.0,Powfu,80,70_80_class,1
6JC3uifC84pTUZssGSnBD5,104574.0,Iklim,51,50_60_class,1
5vIOGcdmx1eIkq3ZtuS12U,305726.0,Ocean Colour Scene,55,50_60_class,1
3m6LsCP4SaZGScWSqwADvI,19360.0,Bukas Palad Music Ministry,55,50_60_class,1
3Q4xYZ2ZuFaAsZZyjPIfc8,50840.0,Till Brönner,52,50_60_class,1
1r0v3fdCiqrr9mYtvbCccT,3096.0,Apple Jack,54,50_60_class,1
6MFopqejpmTUUZlcRmGzgg,13972.0,Todd Edwards,54,50_60_class,1
0JvUFDnuWPbuyRa6ptVkLk,322516.0,Marcell,56,50_60_class,1
3AMut7lAb1JjINkn8Fmkhu,157452.0,MAXIMUM THE HORMONE,54,50_60_class,1
3bnpcWBcvlfq4hPFJjNPbz,131545.0,SAFE,56,50_60_class,1
2KAaJOwfu8n93byx6YPRPa,116294.0,Scarlett Johansson,55,50_60_class,1
0rpKM0MniNkXM1SLSglYUZ,177497.0,toe,51,50_60_class,1
55yEcpOYHnvIFiQGqN4t6U,4165.0,川村ゆみ,53,50_60_class,1
4PYEhkeRZkSSGCrurjzDrX,7082.0,平田志穂子,58,50_60_class,1
0xpJGyjbEzkWSNfcf2tcMl,134050.0,Intervals,54,50_60_class,1
15qI5w4XJFLRMwOp2VrlD5,606026.0,The Saturdays,59,50_60_class,1
51KbY36mrjHRQwvSbel74l,13405.0,Jesse Barrera,52,50_60_class,1
2aiM1OfMODFLUXaQgEVPK1,508.0,Cuban Deejays,58,50_60_class,1
0ExYzTb7raTAfsXPtiI5vq,29628.0,Nicole Kidman,59,50_60_class,1
4ytDz3A9nHcVMjEbdNSKzA,26043.0,RIOPY,60,50_60_class,1
1gkcZQArk5rV8uBwG8y5FX,13532.0,Amy Adams,52,50_60_class,1
4x3GOic9xXFOoOBrEMuvN9,15372.0,Mai Kuraki,51,50_60_class,1
2hYjPkmTry3LYVVSymws5i,93148.0,μ's,52,50_60_class,1
64mecceQewFCKwCK6JBW0o,31238.0,Yasuharu Takanashi,57,50_60_class,1
0LyOADBjj28cbvJWTXUEGA,84376.0,Loren Allred,65,60_70_class,1
7o6uQNwIGw0FgF8U5vnfBV,5850.0,Kaya May,54,50_60_class,1
4ZhFCxPekpmV12n2xMeF2z,2031.0,Ink,56,50_60_class,1
3QFiymmbJlVBPpnrOatEAk,43014.0,Myd,57,50_60_class,1
2dVIbEt8BdjznykrUuSCDc,8695.0,Danyka Nadeau,54,50_60_class,1
4j0qbafzqnGf4ARF8tY4VL,196248.0,Common Kings,61,60_70_class,1
5VGsR5wapeJIuRPX26IeGn,13882.0,Ed Tullett,57,50_60_class,1
1OHFLaQWiPSWzt3pQcGeET,223.0,Geologic Of The Blue Scholars,51,50_60_class,1
1dVbVQZjRGDjQmHD8oiS8k,89351.0,Kimberley Chen,52,50_60_class,1
4SklVMGMsWTq7cJd9MixUx,36967.0,Markéta Irglová,53,50_60_class,1
3VLf4DlBTN2ZRwygS3TNti,102836.0,The Academic,55,50_60_class,1
2hcsKca6hCfFMwwdbFvenJ,1140772.0,BTOB,60,50_60_class,1
6BVLQfvzlvlNZ43WjbFgbI,30481.0,Jean Tonique,51,50_60_class,1
5Kkhk21siwbW3BfZUwpykJ,1350.0,Katie Lopez,57,50_60_class,1
22RISwgVJyZu9lpqAcv1F5,328640.0,Blossoms,62,60_70_class,1
2PWXHVDEtObSmUrNhfPRav,135937.0,With Confidence,58,50_60_class,1
2paaWadjhhY3shymyR5TcH,31019.0,Riggi & Piros,55,50_60_class,1
0FVj4JuzTyudaXAwfqDQ20,94558.0,Autograf,60,50_60_class,1
0Tazr7cok0ZIzVWH27sqeY,90597.0,Beth,51,50_60_class,1
1plioVQ0mcgAO7uhvWkJJy,40343.0,Lady Wray,54,50_60_class,1
01bfsddtGYcZOQLOB4ZVlU,230.0,Super Natural,55,50_60_class,1
2AkaK2DXdBUWYjpwOHoKs2,7832.0,Emms,57,50_60_class,1
6q94KewnCnut4Ta36dCoaB,48443.0,Jake Isaac,56,50_60_class,1
3hWyR0VchVGkN3TObkC9e9,1603.0,Y. Chang,60,50_60_class,1
5BozIJTTNCufaZpjhy2der,2104.0,DJ Dahi,67,60_70_class,1
5jZeLexrrwGNUy6nv7tzdr,6361.0,C4C,62,60_70_class,1
5BkB3rXc0qIdUtuEnhbK0A,867825.0,VIXX,53,50_60_class,1
3C4t1usFGoKHCSRdujm2GN,64929.0,Ryan Cabrera,53,50_60_class,1
677sHrkjhB7IP4YwjzZyc4,128808.0,Last Dinosaurs,55,50_60_class,1
0y7gVi2MozEY4IyyDWKWqQ,71879.0,kankakupiero,55,50_60_class,1
4HfuyMMy295oBvbIuXr0v8,616314.0,GENERATIONS from EXILE TRIBE,60,50_60_class,1
4AGNJdJiVltImYk1UTLE0K,96518.0,Sports,57,50_60_class,1
5reN867iZWqzoNE7p78ShV,201585.0,Earth Patravee,53,50_60_class,1
2xjp1njSsecnNhjgKZ35Ok,502637.0,Silly Fools,53,50_60_class,1
7BqRcZsHYYQeqMAOp7e532,204658.0,Sunset Rollercoaster,59,50_60_class,1
1CWmF1EcrKoWIbZt9Ivfg2,266840.0,BLUE ENCOUNT,60,50_60_class,1
2yPOqQXgXAw3TVjCNReIrD,224957.0,Nulbarich,57,50_60_class,1
5zkf2Na8DKKJmtWX5Xrx3m,920963.0,SUHO,53,50_60_class,1
5sKvgmG84C0bIMWeS2SRPr,83873.0,Brasstracks,57,50_60_class,1
6NrkINd80slV25wkBu9mEB,258424.0,Wild Nothing,55,50_60_class,1
03E7w8NrBr4lNCK33TQyil,522055.0,Keyakizaka46,59,50_60_class,1
2FzqIT8JP1gd3Tlo6ix1fT,157125.0,tofubeats,53,50_60_class,1
5gsyao2Qm21EKylbVIuRQ3,199593.0,11:11,52,50_60_class,1
46GXASE9LHzyssNqKOInUu,210914.0,Dawin,56,50_60_class,1
5fywYLnKJi950Y5yMqavxm,145677.0,Etham,58,50_60_class,1
5zShiwTHlygdfsXj6eavTu,455513.0,Golden Child,55,50_60_class,1
71YfYiTx6KAZFJfKaNYueQ,57437.0,Friday Night Plans,53,50_60_class,1
05TvjXcgQveeF7wh2DBHvp,161014.0,eli.,61,60_70_class,1
6JZIgN9gEgNSS8lY5pmwbx,41234.0,音阙诗听,54,50_60_class,1
2NWuUOptHRTogSZghYspAE,4402.0,Jack Dine,58,50_60_class,1
3qDMrpZHtZEtVl5i1l7hP3,84203.0,Nightly,58,50_60_class,1
0ubGY2CcC0tvR0eE6hJaT8,83104.0,Charlie Burg,60,50_60_class,1
7cEaNXXTHx3LokbjUUyHal,39073.0,BIG Naughty,57,50_60_class,1
2cAXhrWAztXGwk6r15ibW2,17700.0,Charlotte Sands,54,50_60_class,1
45pQix6T07syL9LwzOoRNg,9988.0,Txrbo,57,50_60_class,1
5pokGZ1K9Hr6etaKPDxSG8,825228.0,The Toys,58,50_60_class,1
2SWWw5uB9cO5m7zJQZqwmr,297687.0,BOWKYLION,57,50_60_class,1
2feGNLrcUrcsQNA1QJBaIe,22667.0,TangBadVoice,57,50_60_class,1
5zSQoNQ9o2dnT1LPTzDxg7,50277.0,Mirrr,56,50_60_class,1
4QLlbZcntdcWpm40NooC2M,228197.0,Maiyarap,56,50_60_class,1
0AvGycOEDZTaBFLCaiGd9S,670607.0,YOUNGOHM,55,50_60_class,1
1P3bwZsaq5vobeBAmrsAFk,13459.0,Qler,54,50_60_class,1
6hJoakJWJIDyWnYujjhhR6,5438.0,LUSS,54,50_60_class,1
2iLCiSxdwUMDEfqyfkuLEw,539622.0,Atom Chanakan,54,50_60_class,1
5UjfkANGRdbB6a6aLQHoz9,63177.0,Chilling Sunday,52,50_60_class,1
4G5OlxtrOm9ADmu3VZgFbG,220127.0,MEYOU,53,50_60_class,1
5fYMwzhko3iLCsqNhy07NG,290196.0,MEAN,51,50_60_class,1
3u45DFB1kjVXKwE14FKXCo,31007.0,Blackbeans,51,50_60_class,1
3yLZtAIGm6Eq4WSfnimZad,211440.0,Wanyai,51,50_60_class,1
1R52cwGf75yTf7I3Q0Irf8,590366.0,T-ARA,56,50_60_class,1
0ENnerFBtqPaVUcHadXU2w,38589.0,Hojean,54,50_60_class,1
6lkrkVSqgzJZz2jguafSAy,15116.0,Bossa Nova Covers,64,60_70_class,1
1XLYJ9VzlgEpBdlkC4MhOL,91907.0,frad,63,60_70_class,1
2hHUcumhJFUHQKg5h3jI1Y,78030.0,Jazz Lounge Bar,65,60_70_class,1
0ixzjrK1wkN2zWBXt3VW3W,266010.0,優里,72,70_80_class,1
0NzM2Otx6eqCZZ1qkqkpdM,5347.0,Ashley Price,53,50_60_class,1
5Lv9Qc7dCi7vps4rQ5MfTV,90346.0,SAMURAI,56,50_60_class,1
77X9A9UiAgiPubyPr7bWym,3264.0,Smartface,53,50_60_class,1
1LvKB5b2uYh3adUcl1pRPh,35625.0,Sky McCreery,55,50_60_class,1
4H1PNuHElBLVok0lnYMrRb,4778.0,Dyo,54,50_60_class,1
3ATwPuuUdC0OaAb1Z0eXop,34.0,Baby White Noise Machine,53,50_60_class,1
45iYm4bGYfT8nY4RxNBhlr,17421.0,Jereena Montemayor,53,50_60_class,1
78u00MLyG46IkmM8HC6H0l,62528.0,Mew Suppasit,54,50_60_class,1
5BCnLrqpwYtufR1bDWn0hG,185240.0,Banes World,57,50_60_class,1
2YqJwmohaNjg9lg51flSax,38058.0,Chiiild,59,50_60_class,1
1e16kiJQtCTveTl7TQnkFN,178613.0,Scary Pockets,59,50_60_class,1
0JROVv4P85ZVPFbaJIqAty,103953.0,Kiro Akiyama,59,50_60_class,1
39S7Y72G0tdDPy2INGFicV,78550.0,Sara Farell,59,50_60_class,1
5LWkv2hDbDwZL3zNwZYNPx,644300.0,Weki Meki,54,50_60_class,1
10AsQHLlJg8MM4d5VQNTOy,6419.0,Cat Music,60,50_60_class,1
6t6aXZlmnAF1VuiG8BVjQZ,304986.0,Mafumafu,57,50_60_class,1
57b4dPqKvJQZpEzsyMYZha,549.0,Baby Sleep Conservatory,59,50_60_class,1
3lrh60OfdaOmmHPQ15wHx8,12066.0,CHA NI (SF9),56,50_60_class,1
3FDDeKHEecoQUOBHCgExUy,15091.0,大原ゆい子,51,50_60_class,1
6b29EYSqnLhUyxC3yyNbyr,3577.0,TRADE L,53,50_60_class,1
3RRODs1rHC2ktLqyDDfgPH,288346.0,Fettes Brot,58,50_60_class,1
00CsjN69YCczmdW0bDKaCC,186666.0,Willie Peyote,65,60_70_class,1
35pKZ36ma78w8aE467fRO9,1948.0,Phil The Beat,59,50_60_class,1
7cTBwZEDfYdYu1ti31AgPw,225138.0,Martin Castillo,59,50_60_class,1
2pHk4wAmL7ofTAuvCIUWtv,709228.0,Roméo Elvis,65,60_70_class,1
1BYjhAClGpBTLZfics0VRZ,1068173.0,Aastha Gill,62,60_70_class,1
2dkbKcHXhN7ooFBdqAV76G,193227.0,Nyno Vargas,62,60_70_class,1
5ETTRSAa5g5uIMNOgqnJPB,540251.0,Gabriel Guedes de Almeida,64,60_70_class,1
73rPcaYEhBd0UuVZBqqyQJ,61477.0,The Happy Fits,58,50_60_class,1
0QHGCPmM4UgeNvrNPntSlu,697975.0,Cynthia Luz,68,60_70_class,1
3jeXY6LJU0ZiKhXoXa9rRw,33799.0,PmBata,68,60_70_class,1
2sBVpvpeQxK01FqIt5t816,90478.0,Isaac Dunbar,61,60_70_class,1
3HH6yOn1yJNZo3RY5zEfy5,122688.0,Javiielo,61,60_70_class,1
4TcOznbEZBqev21LzAH4KE,185263.0,高爾宣 OSN,60,50_60_class,1
3KtiWEUyKC5lgHedcN6y6C,142553.0,MAYOT,67,60_70_class,1
4gGsx7blPpBj7gKGmDBEfI,3376.0,Sleepermane,67,60_70_class,1
2eam0iDomRHGBypaDQLwWI,444912.0,Bleachers,67,60_70_class,1
1vkWdqcabQ1swciXipkLBj,133790.0,awfultune,67,60_70_class,1
4GmUsPoD5r1hUi4O9bJ1Sl,1201.0,Dillan Witherow,67,60_70_class,1
4Al9wqYpl2Yi1XfUrDrZmS,39423.0,Double Lz,67,60_70_class,1
4SzD0wClEg9NKVJZbCRFqS,812703.0,Ele A El Dominio,67,60_70_class,1
6bA2OonnJsG1tN9yClu2aC,9989.0,mell-ø,66,60_70_class,1
7yntSJ6uojO3z6GFUVwhAW,1580927.0,CORPSE,79,70_80_class,1
0GJ3FYu5TXpDjqvPs9iA4u,14748.0,Fets,78,70_80_class,1
0kcOfjhVfDMTS09s9aLmuD,196615.0,Marco Masini,52,50_60_class,1
3qdu3XhzSzkRhbwdFKnSuw,484629.0,Sajid-Wajid,52,50_60_class,1
221iMiF62DFPnVuCLJakP1,37932.0,Diana King,51,50_60_class,1
56QlZ0AFfkaaHyANLVkg5h,52835.0,Calypso Rose,53,50_60_class,1
3NgwMzys77S7sgfh2W5k0V,281641.0,WC,52,50_60_class,1
5tvfyAT4aOIOkumo6vw1yL,323198.0,Arjun,59,50_60_class,1
2o4R2rK7FetH40HTv0SUWl,212586.0,Monali Thakur,57,50_60_class,1
6t8VAB5OTHKxi4p1I5aqn0,961.0,Duane Harden,55,50_60_class,1
2RSApl0SXcVT8Yiy4UaPSt,120561.0,Ayreon,51,50_60_class,1
4zvIE8a1h7L0IED4r4qKk1,132669.0,John Petrucci,51,50_60_class,1
61NKNrhSMTYg2q0f3vS46e,62510.0,Philippe Katerine,51,50_60_class,1
56OMwqr8qaLIRH4ZrvvdXq,167102.0,Dilated Peoples,54,50_60_class,1
3cqeO3muWIW5uSmUDNCmyT,716339.0,Rekha Bhardwaj,61,60_70_class,1
1BTmMBPzv3zEO3f6ilFoct,174258.0,Fonky Family,51,50_60_class,1
1GwxXgEc6oxCKQ5wykWXFs,95048.0,Prodigy,51,50_60_class,1
5gv2yt9ii2nJ2tu39FPigj,3978.0,InI,54,50_60_class,1
09A6IffSw0t8L8sfuOCVws,528803.0,Wael Kfoury,51,50_60_class,1
4xko5t5site4jVwopoCF21,568.0,Six-Two,58,50_60_class,1
1GaBsp1ICIp1e6udgE7fba,66922.0,Kevin Lyttle,58,50_60_class,1
5vnUF9uAL0ly7qw25ERLuC,70142.0,TK,58,50_60_class,1
1gbXoccc8bjK8eUh92mILy,220736.0,Buika,54,50_60_class,1
1Z668NcfvsgVbTNd3hDb89,31286.0,Muzammil Hasballah,54,50_60_class,1
5SZayIKDZvxXaJrxLfnIRN,209519.0,Seth Gueko,55,50_60_class,1
4ZP3CHz28XWVLGiaVVWuLj,405192.0,Tryo,59,50_60_class,1
4ddg7PH5OuSossiSBWgueu,139185.0,Akhenaton,54,50_60_class,1
4yLgYK2B5nZjZMBiaLyLyK,85244.0,Doums,57,50_60_class,1
1e8GEl48ktvfDpruMKB6Oe,30710.0,Las Ketchup,56,50_60_class,1
1KcYLo3wUtAqUsLfhZ5iA4,4032.0,Jo Nesbø,51,50_60_class,1
6qYIqnnJM4TkFtVKiqQgmm,32525.0,AM,59,50_60_class,1
4T795JhhCZMWM01DLcX98p,115696.0,Michel Delpech,52,50_60_class,1
3Qei3mnDY6LrmJK6sYJdxo,191474.0,Fauve,54,50_60_class,1
50UMTib697JJ44le8DO2Va,214140.0,Tony Yayo,54,50_60_class,1
7Ht57YadlBXcFJDK3plmhO,111162.0,The Microphones,52,50_60_class,1
5TrH0BhpRgs2gkOb992bGC,52357.0,Lene Marlin,52,50_60_class,1
7uN1aqKCrD6Ju1sn74MPgf,117695.0,Singuila,51,50_60_class,1
3qwxSif06Qwzykdln8ZGfG,233082.0,Wax Tailor,57,50_60_class,1
0fSuChlRe8ZYtVFYDoG87U,242076.0,Dub Inc,59,50_60_class,1
2M9OIHcdVSxhPVCYQ3z5Rf,21787.0,Awon,52,50_60_class,1
5Z3k52rtOTnOnvFHoKNHEN,6390.0,The Flexican,54,50_60_class,1
0qziYi2GvPoLPnchRMQdxk,9600.0,I-20,54,50_60_class,1
6MF9fzBmfXghAz953czmBC,1912753.0,Taio Cruz,75,70_80_class,1
2P1h10tRBVlC2lVUqhl6wm,41079.0,Yves Larock,53,50_60_class,1
01djLeQ0nZvRhEPjn5Wdw0,22266.0,Jin Hashimoto,51,50_60_class,1
3HohCe6uYgTtBJcV4PamyK,2519.0,Andrew Skeet,53,50_60_class,1
3nQ125TJobosBH446Dsvvv,49460.0,Kavita Seth,58,50_60_class,1
67ei8ib6PLT1w3OkhIb4fB,292866.0,Black Star,54,50_60_class,1
3q7isf09BuwXLyR2khBs60,143400.0,Khia,54,50_60_class,1
32UhRcgdXO6LdLhOpfIdxp,494208.0,Rohff,61,60_70_class,1
4G5ZJny3HvX6Il7eHVfnNC,162053.0,Fatoumata Diawara,62,60_70_class,1
14CMndDKSsMSvZYXFLZRfn,79951.0,Nacho Vegas,51,50_60_class,1
7jgnJBnpZTiGnCF2Wvka2Z,396845.0,Christophe Maé,59,50_60_class,1
3nXQmlliJxvfXOm3naZf3B,280428.0,Shy'm,52,50_60_class,1
4CAsSAU842glNKJX71ndA9,301043.0,Louise Attaque,58,50_60_class,1
7g9IIZVavPOJdU9eNwTNLr,28474.0,Fukkk Offf,51,50_60_class,1
46WkN3HXolXQ0uLeZZ8Xym,1252.0,Martin Gallop,51,50_60_class,1
6iHKWDaniE1NyU3xZ7FeGg,122905.0,Lou,58,50_60_class,1
2p0Hf0MF8Nw8lwAXokczf0,139178.0,Smif-N-Wessun,52,50_60_class,1
7lkYBcrLM4JmVgeha1xNl6,93578.0,Abstract,57,50_60_class,1
3SKKJMPgklOHgYeatf2YhX,107975.0,Djalil Palermo,54,50_60_class,1
3nU8TSIICYDbUqRpJISTRE,179077.0,MC Solaar,53,50_60_class,1
3f5W9NEwkc1SAIPFuumcaf,100989.0,Jamelia,57,50_60_class,1
4ze1UwMqtSlhTgnyk8LrW3,147560.0,Flatsound,58,50_60_class,1
1h6Ymb5SpVBynyItRnRXTv,646.0,Timez 2,54,50_60_class,1
4lgrzShsg2FLA89UM2fdO5,154946.0,Leprous,54,50_60_class,1
0FJz7XR37hH69traaHLijA,460554.0,Shaarib Toshi,61,60_70_class,1
5Wf0eeUkR6rRAre6L7H7jW,66052.0,Gambino,60,50_60_class,1
5zKi7YSU881kIGJEt8bWm9,34.0,Peter Groeger,56,50_60_class,1
132DIQGHJY3lyi2lNosLzy,22238.0,Offenbarung 23,53,50_60_class,1
6kVfc3Dwqyhx1Pxr9BiGME,101.0,Yesim Meisheit,53,50_60_class,1
1tmpv57VTq9XG346FRsgqW,6640.0,Colonel Bagshot,51,50_60_class,1
1NPnXlXdEfr5ZxhEDsFevM,89099.0,Raphaël,54,50_60_class,1
17esEoE9uEHFKuzkar2UL0,118344.0,Tony Junior,54,50_60_class,1
0f5cjky3a6ee9e0WicpzhW,82.0,Makedah,55,50_60_class,1
5qw68jfR97q6eeaIx1EL8z,58.0,Anne Moll,54,50_60_class,1
6T08mUIMB32dtqq5ryxQZ3,59484.0,Izïa,53,50_60_class,1
2r7POU2f5jV6x3k4vsNwrM,7896.0,Fiora,59,50_60_class,1
62ggJuZV87VvP3sAHM0V3K,39133.0,Jonathan Roy,52,50_60_class,1
7rz6ZZErn5YFDteXKhyf3g,190536.0,Disiz La Peste,55,50_60_class,1
6lNEt5LSOQRUFl43OnnHUL,30871.0,L.A.X,52,50_60_class,1
